x_center,y_center
-109.87500000000,31.83340000000
-109.83300000000,31.83340000000
-109.91700000000,31.87500000000
-109.87500000000,31.87500000000
-109.83300000000,31.87500000000
-109.79200000000,31.87500000000
-109.70800000000,31.87500000000
-109.66700000000,31.87500000000
-109.62500000000,31.87500000000
-109.58300000000,31.87500000000
-109.54200000000,31.87500000000
-109.91700000000,31.91670000000
-109.87500000000,31.91670000000
-109.83300000000,31.91670000000
-109.79200000000,31.91670000000
-109.75000000000,31.91670000000
-109.70800000000,31.91670000000
-109.66700000000,31.91670000000
-109.62500000000,31.91670000000
-109.58300000000,31.91670000000
-109.54200000000,31.91670000000
-109.50000000000,31.91670000000
-109.95800000000,31.95840000000
-109.91700000000,31.95840000000
-109.87500000000,31.95840000000
-109.83300000000,31.95840000000
-109.79200000000,31.95840000000
-109.75000000000,31.95840000000
-109.70800000000,31.95840000000
-109.66700000000,31.95840000000
-109.62500000000,31.95840000000
-109.58300000000,31.95840000000
-109.54200000000,31.95840000000
-109.50000000000,31.95840000000
-109.95800000000,32.00000000000
-109.91700000000,32.00000000000
-109.87500000000,32.00000000000
-109.83300000000,32.00000000000
-109.79200000000,32.00000000000
-109.75000000000,32.00000000000
-109.70800000000,32.00000000000
-109.66700000000,32.00000000000
-109.62500000000,32.00000000000
-109.58300000000,32.00000000000
-109.54200000000,32.00000000000
-109.50000000000,32.00000000000
-109.95800000000,32.04170000000
-109.91700000000,32.04170000000
-109.87500000000,32.04170000000
-109.83300000000,32.04170000000
-109.79200000000,32.04170000000
-109.75000000000,32.04170000000
-109.70800000000,32.04170000000
-109.66700000000,32.04170000000
-109.62500000000,32.04170000000
-109.58300000000,32.04170000000
-109.54200000000,32.04170000000
-109.50000000000,32.04170000000
-110.00000000000,32.08340000000
-109.95800000000,32.08340000000
-109.91700000000,32.08340000000
-109.87500000000,32.08340000000
-109.83300000000,32.08340000000
-109.79200000000,32.08340000000
-109.75000000000,32.08340000000
-109.70800000000,32.08340000000
-109.66700000000,32.08340000000
-109.62500000000,32.08340000000
-109.58300000000,32.08340000000
-109.54200000000,32.08340000000
-109.95800000000,32.12500000000
-109.91700000000,32.12500000000
-109.87500000000,32.12500000000
-109.83300000000,32.12500000000
-109.79200000000,32.12500000000
-109.75000000000,32.12500000000
-109.70800000000,32.12500000000
-109.66700000000,32.12500000000
-109.62500000000,32.12500000000
-109.58300000000,32.12500000000
-110.00000000000,32.16670000000
-109.95800000000,32.16670000000
-109.91700000000,32.16670000000
-109.87500000000,32.16670000000
-109.83300000000,32.16670000000
-109.79200000000,32.16670000000
-109.75000000000,32.16670000000
-109.70800000000,32.16670000000
-109.66700000000,32.16670000000
-109.62500000000,32.16670000000
-110.04200000000,32.20840000000
-110.00000000000,32.20840000000
-109.95800000000,32.20840000000
-109.91700000000,32.20840000000
-109.87500000000,32.20840000000
-109.83300000000,32.20840000000
-109.79200000000,32.20840000000
-109.75000000000,32.20840000000
-109.70800000000,32.20840000000
-110.00000000000,32.25000000000
-109.95800000000,32.25000000000
-109.91700000000,32.25000000000
-109.87500000000,32.25000000000
-109.83300000000,32.25000000000
-109.79200000000,32.25000000000
-109.75000000000,32.25000000000
-109.70800000000,32.25000000000
-109.95800000000,32.29170000000
-109.91700000000,32.29170000000
-109.87500000000,32.29170000000
-109.83300000000,32.29170000000
-109.79200000000,32.29170000000
-109.75000000000,32.29170000000
-110.00000000000,32.33340000000
-109.95800000000,32.33340000000
-109.91700000000,32.33340000000
-109.87500000000,32.33340000000
-109.83300000000,32.33340000000
-109.79200000000,32.33340000000
-109.75000000000,32.33340000000
-110.00000000000,32.37500000000
-109.95800000000,32.37500000000
-109.91700000000,32.37500000000
-109.87500000000,32.37500000000
-109.83300000000,32.37500000000
-110.04200000000,32.41670000000
-110.00000000000,32.41670000000
-109.95800000000,32.41670000000
-109.91700000000,32.41670000000
-109.87500000000,32.41670000000
-110.08300000000,32.45840000000
-110.04200000000,32.45840000000
-110.00000000000,32.45840000000
-109.95800000000,32.45840000000
-109.91700000000,32.45840000000
-109.87500000000,32.45840000000
-110.08300000000,32.50000000000
-110.04200000000,32.50000000000
-110.00000000000,32.50000000000
-109.95800000000,32.50000000000
-109.91700000000,32.50000000000
-109.87500000000,32.50000000000
-110.08300000000,32.54170000000
-110.04200000000,32.54170000000
-110.00000000000,32.54170000000
-109.95800000000,32.54170000000
-109.91700000000,32.54170000000
-110.08300000000,32.58340000000
-110.04200000000,32.58340000000
-110.00000000000,32.58340000000
-109.95800000000,32.58340000000
-109.91700000000,32.58340000000
-110.08300000000,32.62500000000
-110.04200000000,32.62500000000
-110.00000000000,32.62500000000
-109.95800000000,32.62500000000
-109.91700000000,32.62500000000
